FK_RESENAR,PK_ARENDE,ARENDE_FARDSATT,ARENDE_ANTAL_LEDSAGARE,ARENDE_ELMOPED,ARENDE_ENSAMAKNING,ARENDE_FRAMSATESPLACERING,ARENDE_ALLERGIANPASSAT,ARENDE_HUND,ARENDE_LANSGRANSDISPENS,ARENDE_BATTAXI,ARENDE_BRYGGA_1,ARENDE_BRYGGA_2
199105192398,,Taxi,0,Ja,Ja,Ja, , , , ,,
199105202387,,Taxi,0,Ja,Ja,Nej,Nej,Nej,Nej,Nej,,
199105202395,,Taxi,0,Ja,Ja,Nej,Nej,Nej,Nej, ,,
199105212386,,Taxi,0,Ja,Ja,Nej,Nej,Nej, , ,,
199105212394,,Taxi,0,Ja,Ja,Nej,Nej, , , ,,
199105222385,,Taxi,0,Ja,Ja,Nej, , , , ,,
199105222393,,Taxi,0,Ja,Ja, , , , , ,,
199105232384,,Taxi,0,Ja,Nej,Nej,Nej,Nej,Nej,Nej,,
199105232392,,Taxi,0,Ja,Nej,Nej,Nej,Nej,Nej, ,,
199105242383,,Taxi,0,Ja,Nej,Nej,Nej,Nej, , ,,
199105242391,,Taxi,0,Ja,Nej,Nej,Nej, , , ,,
199105252382,,Taxi,0,Ja,Nej,Nej, , , , ,,
199105252390,,Taxi,0,Ja,Nej, , , , , ,,
199105262399,,Taxi,0,Ja, , , , , , ,,
199105272380,,Taxi,0,Nej,Nej,Nej,Nej,Nej,Nej,Nej,,
199105272398,,Taxi,0,Nej,Nej,Nej,Nej,Nej,Nej, ,,
199105282389,,Taxi,0,Nej,Nej,Nej,Nej,Nej, , ,,
199105282397,,Taxi,0,Nej,Nej,Nej,Nej, , , ,,
199105292388,,Rullstolstaxi,0,Nej,Nej,Nej, , , , ,,
199105292396,,Taxi,0,Nej,Nej, , , , , ,,
199105302385,,Taxi,0,Nej, , , , , , ,,
199105302393,,Taxi,0,Ja,Ja,Ja,Ja,Ja,Ja,Ja,,
199105312384,,Bartaxi,0,Ja,Ja,Ja,Ja,Ja,Ja,Nej,,
199105312392,,Taxi,0,Ja,Ja,Ja,Ja,Ja,Ja, ,,
199106012389,,Taxi,0,Ja,Ja,Ja,Ja,Ja,Nej,Nej,,
199106012397,,Bartaxi,0,Ja,Ja,Ja,Ja,Ja,Nej, ,,
199106022388,,Taxi,0,Ja,Ja,Ja,Ja,Ja, , ,,
199106022396,,Taxi,0,Ja,Ja,Ja,Ja,Nej,Nej,Nej,,
199106032387,,Taxi,0,Ja,Ja,Ja,Ja,Nej,Nej, ,,
199106032395,,Taxi,0,Ja,Ja,Ja,Ja,Nej, , ,,
199106042386,,Taxi,0,Ja,Ja,Ja,Ja, , , ,,
199106042394,,Taxi,0,Ja,Ja,Ja,Nej,Nej,Nej,Nej,,
199106052385,,Taxi,0,Ja,Ja,Ja,Nej,Nej,Nej, ,,
199106052393,,Taxi,0,Ja,Ja,Ja,Nej,Nej, , ,,
199106062384,,Taxi,0,Ja,Ja,Ja,Nej, , , ,,
199106062392,,Taxi,0,Ja,Ja,Ja, , , , ,,
199106072383,,Taxi,0,Ja,Ja,Nej,Nej,Nej,Nej,Nej,,
199106072391,,Taxi,0,Ja,Ja,Nej,Nej,Nej,Nej, ,,
199106082382,,Taxi,0,Ja,Ja,Nej,Nej,Nej, , ,,
199106092381,,Taxi,0,Ja,Ja,Nej,Nej, , , ,,
199106092399,,Taxi,0,Ja,Ja,Nej, , , , ,,
199106102388,,Rullstolstaxi,0,Ja,Ja, , , , , ,,
199106102396,,Taxi,0,Ja,Nej,Nej,Nej,Nej,Nej,Nej,,
199106112387,,Taxi,0,Ja,Nej,Nej,Nej,Nej,Nej, ,,
199106112395,,Rullstolstaxi,0,Ja,Nej,Nej,Nej,Nej, , ,,
199106122386,,Taxi,0,Ja,Nej,Nej,Nej, , , ,,
199106132385,,Taxi,0,Ja,Nej,Nej, , , , ,,
199106132393,,Taxi,0,Ja,Nej, , , , , ,,
199106142384,,Taxi,0,Ja, , , , , , ,,
199106142392,,Taxi,0,Nej,Nej,Nej,Nej,Nej,Nej,Nej,,
199106152383,,Taxi,0,Nej,Nej,Nej,Nej,Nej,Nej, ,,
199106152391,,Taxi,0,Nej,Nej,Nej,Nej,Nej, , ,,
199106162382,,Taxi,0,Nej,Nej,Nej,Nej, , , ,,
199106162390,,Taxi,0,Nej,Nej,Nej, , , , ,,
199106172381,,Taxi,0,Nej,Nej, , , , , ,,
199106172399,,Taxi,0,Nej, , , , , , ,,
199106182380,,Taxi,0,Ja,Ja,Ja,Ja,Ja,Ja,Ja,,
199106182398,,Taxi,0,Ja,Ja,Ja,Ja,Ja,Ja,Nej,,
199106192389,,Taxi,0,Ja,Ja,Ja,Ja,Ja,Ja, ,,
199106192397,,Taxi,0,Ja,Ja,Ja,Ja,Ja,Nej,Nej,,
199106202386,,Bartaxi,0,Ja,Ja,Ja,Ja,Ja,Nej, ,,
199106202394,,Taxi,0,Ja,Ja,Ja,Ja,Ja, , ,,
199106212385,,Taxi,0,Ja,Ja,Ja,Ja,Nej,Nej,Nej,,
199106212393,,Taxi,0,Ja,Ja,Ja,Ja,Nej,Nej, ,,
199106222384,,Bartaxi,0,Ja,Ja,Ja,Ja,Nej, , ,,
199106222392,,Taxi,0,Ja,Ja,Ja,Ja, , , ,,
199106232383,,Rullstolstaxi,0,Ja,Ja,Ja,Nej,Nej,Nej,Nej,,
199106232391,,Taxi,0,Ja,Ja,Ja,Nej,Nej,Nej, ,,
199106242382,,Taxi,0,Ja,Ja,Ja,Nej,Nej, , ,,
199106242390,,Taxi,0,Ja,Ja,Ja,Nej, , , ,,
199106252381,,Taxi,0,Ja,Ja,Ja, , , , ,,
199106252399,,Taxi,0,Ja,Ja,Nej,Nej,Nej,Nej,Nej,,
199106262380,,Taxi,0,Ja,Ja,Nej,Nej,Nej,Nej, ,,
199106262398,,Taxi,0,Ja,Ja,Nej,Nej,Nej, , ,,
199106272389,,Taxi,0,Ja,Ja,Nej,Nej, , , ,,
199106272397,,Taxi,0,Ja,Ja,Nej, , , , ,,
199106282388,,Taxi,0,Ja,Ja, , , , , ,,
199106282396,,Taxi,0,Ja,Nej,Nej,Nej,Nej,Nej,Nej,,
199106292387,,Taxi,0,Ja,Nej,Nej,Nej,Nej,Nej, ,,
199106292395,,Taxi,0,Ja,Nej,Nej,Nej,Nej, , ,,
199106302384,,Taxi,0,Ja,Nej,Nej,Nej, , , ,,
199106302392,,Taxi,0,Ja,Nej,Nej, , , , ,,
199107012388,,Taxi,0,Ja,Nej, , , , , ,,
199107012396,,Taxi,0,Ja, , , , , , ,,
199107022387,,Taxi,0,Nej,Nej,Nej,Nej,Nej,Nej,Nej,,
199107022395,,Taxi,0,Nej,Nej,Nej,Nej,Nej,Nej, ,,
199107032386,,Bartaxi,0,Nej,Nej,Nej,Nej,Nej, , ,,
199107032394,,Taxi,0,Nej,Nej,Nej,Nej, , , ,,
199107042385,,Taxi,0,Nej,Nej,Nej, , , , ,,
199107042393,,Taxi,0,Nej,Nej, , , , , ,,
199107052384,,Taxi,0,Nej, , , , , , ,,
199107052392,,Taxi,0,Ja,Ja,Ja,Ja,Ja,Ja,Ja,,
199107062383,,Taxi,0,Ja,Ja,Ja,Ja,Ja,Ja,Nej,,
199107062391,,Taxi,0,Ja,Ja,Ja,Ja,Ja,Ja, ,,
199107072382,,Taxi,0,Ja,Ja,Ja,Ja,Ja,Nej,Nej,,
199107072390,,Bartaxi,0,Ja,Ja,Ja,Ja,Ja,Nej, ,,
199107082381,,Taxi,0,Ja,Ja,Ja,Ja,Ja, , ,,
199107082399,,Taxi,0,Ja,Ja,Ja,Ja,Nej,Nej,Nej,,
199107092380,,Taxi,0,Ja,Ja,Ja,Ja,Nej,Nej, ,,
199107092398,,Taxi,0,Ja,Ja,Ja,Ja,Nej, , ,,
199107102387,,Taxi,0,Ja,Ja,Ja,Ja, , , ,,
199107102395,,Rullstolstaxi,0,Ja,Ja,Ja,Nej,Nej,Nej,Nej,,
199107112386,,Bartaxi,0,Ja,Ja,Ja,Nej,Nej,Nej, ,,
199107112394,,Taxi,0,Ja,Ja,Ja,Nej,Nej, , ,,
199107122385,,Taxi,0,Ja,Ja,Ja,Nej, , , ,,
199107122393,,Rullstolstaxi,0,Ja,Ja,Ja, , , , ,,
199107132384,,Taxi,0,Ja,Ja,Nej,Nej,Nej,Nej,Nej,,
199107132392,,Taxi,0,Ja,Ja,Nej,Nej,Nej,Nej, ,,
199107142383,,Taxi,0,Ja,Ja,Nej,Nej,Nej, , ,,
199107142391,,Taxi,0,Ja,Ja,Nej,Nej, , , ,,
199107152382,,Rullstolstaxi,0,Ja,Ja,Nej, , , , ,,
199107162381,,Taxi,0,Ja,Ja, , , , , ,,
199107162399,,Taxi,0,Ja,Nej,Nej,Nej,Nej,Nej,Nej,,
199107172398,,Taxi,0,Ja,Nej,Nej,Nej,Nej,Nej, ,,
199107182389,,Taxi,0,Ja,Nej,Nej,Nej,Nej, , ,,
199107182397,,Taxi,0,Ja,Nej,Nej,Nej, , , ,,
199107192388,,Taxi,0,Ja,Nej,Nej, , , , ,,
199107192396,,Taxi,0,Ja,Nej, , , , , ,,
199107202385,,Taxi,0,Ja, , , , , , ,,
199107202393,,Rullstolstaxi,0,Nej,Nej,Nej,Nej,Nej,Nej,Nej,,
199107212384,,Taxi,0,Nej,Nej,Nej,Nej,Nej,Nej, ,,
199107212392,,Taxi,0,Nej,Nej,Nej,Nej,Nej, , ,,
199107222383,,Taxi,0,Nej,Nej,Nej,Nej, , , ,,
199107222391,,Taxi,0,Nej,Nej,Nej, , , , ,,
199107232382,,Rullstolstaxi,0,Nej,Nej, , , , , ,,
199107232390,,Taxi,0,Nej, , , , , , ,,
199107242381,,Taxi,0,Ja,Ja,Ja,Ja,Ja,Ja,Ja,,
199107242399,,Taxi,0,Ja,Ja,Ja,Ja,Ja,Ja,Nej,,
199107252380,,Taxi,0,Ja,Ja,Ja,Ja,Ja,Ja, ,,
199107252398,,Taxi,0,Ja,Ja,Ja,Ja,Ja,Nej,Nej,,
199107262389,,Taxi,0,Ja,Ja,Ja,Ja,Ja,Nej, ,,
199107262397,,Rullstolstaxi,0,Ja,Ja,Ja,Ja,Ja, , ,,
199107272388,,Taxi,0,Ja,Ja,Ja,Ja,Nej,Nej,Nej,,
199107272396,,Taxi,0,Ja,Ja,Ja,Ja,Nej,Nej, ,,
199107282387,,Rullstolstaxi,0,Ja,Ja,Ja,Ja,Nej, , ,,
199107282395,,Taxi,0,Ja,Ja,Ja,Ja, , , ,,
199107292386,,Taxi,0,Ja,Ja,Ja,Nej,Nej,Nej,Nej,,
199107292394,,Taxi,0,Ja,Ja,Ja,Nej,Nej,Nej, ,,
199107302383,,Taxi,0,Ja,Ja,Ja,Nej,Nej, , ,,
199107302391,,Taxi,0,Ja,Ja,Ja,Nej, , , ,,
199107312382,,Taxi,0,Ja,Ja,Ja, , , , ,,
199107312390,,Bartaxi,0,Ja,Ja,Nej,Nej,Nej,Nej,Nej,,
199108012387,,Taxi,0,Ja,Ja,Nej,Nej,Nej,Nej, ,,
199108012395,,Taxi,0,Ja,Ja,Nej,Nej,Nej, , ,,
199108022386,,Taxi,0,Ja,Ja,Nej,Nej, , , ,,
199108022394,,Taxi,0,Ja,Ja,Nej, , , , ,,
199108032385,,Taxi,0,Ja,Ja, , , , , ,,
199108032393,,Taxi,0,Ja,Nej,Nej,Nej,Nej,Nej,Nej,,
199108042384,,Taxi,0,Ja,Nej,Nej,Nej,Nej,Nej, ,,
199108042392,,Bartaxi,0,Ja,Nej,Nej,Nej,Nej, , ,,
199108052391,,Taxi,0,Ja,Nej,Nej,Nej, , , ,,
199108062382,,Taxi,0,Ja,Nej,Nej, , , , ,,
199108062390,,Taxi,0,Ja,Nej, , , , , ,,
199108072399,,Taxi,0,Ja, , , , , , ,,
199108082398,,Taxi,0,Nej,Nej,Nej,Nej,Nej,Nej,Nej,,
199108092397,,Taxi,0,Nej,Nej,Nej,Nej,Nej,Nej, ,,
199108102386,,Rullstolstaxi,0,Nej,Nej,Nej,Nej,Nej, , ,,
199108102394,,Taxi,0,Nej,Nej,Nej,Nej, , , ,,
199108112385,,Rullstolstaxi,0,Nej,Nej,Nej, , , , ,,
199108112393,,Taxi,0,Nej,Nej, , , , , ,,
199108122384,,Taxi,0,Nej, , , , , , ,,
199108122392,,Taxi,0,Ja,Ja,Ja,Ja,Ja,Ja,Ja,,
199108132383,,Taxi,0,Ja,Ja,Ja,Ja,Ja,Ja,Nej,,
199108132391,,Bartaxi,0,Ja,Ja,Ja,Ja,Ja,Ja, ,,
199108142382,,Taxi,0,Ja,Ja,Ja,Ja,Ja,Nej,Nej,,
199108142390,,Taxi,0,Ja,Ja,Ja,Ja,Ja,Nej, ,,
199108152381,,Taxi,0,Ja,Ja,Ja,Ja,Ja, , ,,
199108152399,,Taxi,0,Ja,Ja,Ja,Ja,Nej,Nej,Nej,,
199108162380,,Taxi,0,Ja,Ja,Ja,Ja,Nej,Nej, ,,
199108162398,,Bartaxi,0,Ja,Ja,Ja,Ja,Nej, , ,,
199108172389,,Rullstolstaxi,0,Ja,Ja,Ja,Ja, , , ,,
199108172397,,Taxi,0,Ja,Ja,Ja,Nej,Nej,Nej,Nej,,
199108182388,,Taxi,0,Ja,Ja,Ja,Nej,Nej,Nej, ,,
199108182396,,Taxi,0,Ja,Ja,Ja,Nej,Nej, , ,,
199108192387,,Taxi,0,Ja,Ja,Ja,Nej, , , ,,
199108192395,,Taxi,0,Ja,Ja,Ja, , , , ,,
199108202384,,Taxi,0,Ja,Ja,Nej,Nej,Nej,Nej,Nej,,
199108202392,,Taxi,0,Ja,Ja,Nej,Nej,Nej,Nej, ,,
199108212383,,Taxi,0,Ja,Ja,Nej,Nej,Nej, , ,,
199108212391,,Taxi,0,Ja,Ja,Nej,Nej, , , ,,
199108222382,,Taxi,0,Ja,Ja,Nej, , , , ,,
199108222390,,Taxi,0,Ja,Ja, , , , , ,,
199108232381,,Taxi,0,Ja,Nej,Nej,Nej,Nej,Nej,Nej,,
199108232399,,Taxi,0,Ja,Nej,Nej,Nej,Nej,Nej, ,,
199108242380,,Taxi,0,Ja,Nej,Nej,Nej,Nej, , ,,
199108242398,,Rullstolstaxi,0,Ja,Nej,Nej,Nej, , , ,,
199108252389,,Taxi,0,Ja,Nej,Nej, , , , ,,
199108252397,,Bartaxi,0,Ja,Nej, , , , , ,,
199108262388,,Taxi,0,Ja, , , , , , ,,
199108262396,,Taxi,0,Nej,Nej,Nej,Nej,Nej,Nej,Nej,,
199108272387,,Taxi,0,Nej,Nej,Nej,Nej,Nej,Nej, ,,
199108272395,,Taxi,0,Nej,Nej,Nej,Nej,Nej, , ,,
199108282386,,Taxi,0,Nej,Nej,Nej,Nej, , , ,,
199108282394,,Taxi,0,Nej,Nej,Nej, , , , ,,
199108292385,,Taxi,0,Nej,Nej, , , , , ,,
199108292393,,Taxi,0,Nej, , , , , , ,,
199108302382,,Taxi,0,Ja,Ja,Ja,Ja,Ja,Ja,Ja,,
199108302390,,Rullstolstaxi,0,Ja,Ja,Ja,Ja,Ja,Ja,Nej,,
199108312381,,Taxi,0,Ja,Ja,Ja,Ja,Ja,Ja, ,,
199108312399,,Taxi,0,Ja,Ja,Ja,Ja,Ja,Nej,Nej,,
199109012386,,Taxi,0,Ja,Ja,Ja,Ja,Ja,Nej, ,,
199109012394,,Taxi,0,Ja,Ja,Ja,Ja,Ja, , ,,
199109022393,,Taxi,0,Ja,Ja,Ja,Ja,Nej,Nej,Nej,,
199109032384,,Taxi,0,Ja,Ja,Ja,Ja,Nej,Nej, ,,
199109032392,,Bartaxi,0,Ja,Ja,Ja,Ja,Nej, , ,,
199109042383,,Taxi,0,Ja,Ja,Ja,Ja, , , ,,
199109042391,,Taxi,0,Ja,Ja,Ja,Nej,Nej,Nej,Nej,,
199109052382,,Taxi,0,Ja,Ja,Ja,Nej,Nej,Nej, ,,
199109052390,,Taxi,0,Ja,Ja,Ja,Nej,Nej, , ,,
199109062381,,Taxi,0,Ja,Ja,Ja,Nej, , , ,,
199109062399,,Taxi,0,Ja,Ja,Ja, , , , ,,
199109072380,,Taxi,0,Ja,Ja,Nej,Nej,Nej,Nej,Nej,,
199109072398,,Taxi,0,Ja,Ja,Nej,Nej,Nej,Nej, ,,
199109082389,,Taxi,0,Ja,Ja,Nej,Nej,Nej, , ,,
199109082397,,Taxi,0,Ja,Ja,Nej,Nej, , , ,,
199109092388,,Taxi,0,Ja,Ja,Nej, , , , ,,
199109092396,,Taxi,0,Ja,Ja, , , , , ,,
199109102385,,Taxi,0,Ja,Nej,Nej,Nej,Nej,Nej,Nej,,
199109102393,,Taxi,0,Ja,Nej,Nej,Nej,Nej,Nej, ,,
199109112384,,Bartaxi,0,Ja,Nej,Nej,Nej,Nej, , ,,
199109112392,,Taxi,0,Ja,Nej,Nej,Nej, , , ,,
199109122383,,Taxi,0,Ja,Nej,Nej, , , , ,,
199109122391,,Taxi,0,Ja,Nej, , , , , ,,
199109132382,,Bartaxi,0,Ja, , , , , , ,,
199109132390,,Taxi,0,Nej,Nej,Nej,Nej,Nej,Nej,Nej,,
199109142381,,Taxi,0,Nej,Nej,Nej,Nej,Nej,Nej, ,,
199109142399,,Taxi,0,Nej,Nej,Nej,Nej,Nej, , ,,
199109152380,,Taxi,0,Nej,Nej,Nej,Nej, , , ,,
199109152398,,Taxi,0,Nej,Nej,Nej, , , , ,,
199109162389,,Taxi,0,Nej,Nej, , , , , ,,
199109162397,,Taxi,0,Nej, , , , , , ,,
199109172388,,Rullstolstaxi,0,Ja,Ja,Ja,Ja,Ja,Ja,Ja,,
199109172396,,Taxi,0,Ja,Ja,Ja,Ja,Ja,Ja,Nej,,
199109182387,,Taxi,0,Ja,Ja,Ja,Ja,Ja,Ja, ,,
199109182395,,Taxi,0,Ja,Ja,Ja,Ja,Ja,Nej,Nej,,
199109192394,,Taxi,0,Ja,Ja,Ja,Ja,Ja,Nej, ,,
199109202383,,Taxi,0,Ja,Ja,Ja,Ja,Ja, , ,,
199109202391,,Rullstolstaxi,0,Ja,Ja,Ja,Ja,Nej,Nej,Nej,,
199109212390,,Taxi,0,Ja,Ja,Ja,Ja,Nej,Nej, ,,
199109222381,,Taxi,0,Ja,Ja,Ja,Ja,Nej, , ,,
199109222399,,Taxi,0,Ja,Ja,Ja,Ja, , , ,,
199109232380,,Taxi,0,Ja,Ja,Ja,Nej,Nej,Nej,Nej,,
199109232398,,Bartaxi,0,Ja,Ja,Ja,Nej,Nej,Nej, ,,
199109242397,,Taxi,0,Ja,Ja,Ja,Nej,Nej, , ,,
199109252388,,Taxi,0,Ja,Ja,Ja,Nej, , , ,,
199109252396,,Taxi,0,Ja,Ja,Ja, , , , ,,
199109262387,,Taxi,0,Ja,Ja,Nej,Nej,Nej,Nej,Nej,,
199109262395,,Taxi,0,Ja,Ja,Nej,Nej,Nej,Nej, ,,
199109272386,,Taxi,0,Ja,Ja,Nej,Nej,Nej, , ,,
199109272394,,Taxi,0,Ja,Ja,Nej,Nej, , , ,,
199109282385,,Taxi,0,Ja,Ja,Nej, , , , ,,
199109282393,,Taxi,0,Ja,Ja, , , , , ,,
199109292384,,Taxi,0,Ja,Nej,Nej,Nej,Nej,Nej,Nej,,
199109292392,,Bartaxi,0,Ja,Nej,Nej,Nej,Nej,Nej, ,,
199109302381,,Bartaxi,0,Ja,Nej,Nej,Nej,Nej, , ,,
199109302399,,Taxi,0,Ja,Nej,Nej,Nej, , , ,,
199110012383,,Taxi,0,Ja,Nej,Nej, , , , ,,
199110012391,,Taxi,0,Ja,Nej, , , , , ,,
199110022390,,Taxi,0,Ja, , , , , , ,,
199110032381,,Taxi,0,Nej,Nej,Nej,Nej,Nej,Nej,Nej,,
199110032399,,Bartaxi,0,Nej,Nej,Nej,Nej,Nej,Nej, ,,
199110042380,,Taxi,0,Nej,Nej,Nej,Nej,Nej, , ,,
199110042398,,Taxi,0,Nej,Nej,Nej,Nej, , , ,,
199110052389,,Taxi,0,Nej,Nej,Nej, , , , ,,
199110052397,,Taxi,0,Nej,Nej, , , , , ,,
199110062388,,Rullstolstaxi,0,Nej, , , , , , ,,
199110062396,,Taxi,0,Ja,Ja,Ja,Ja,Ja,Ja,Ja,,
199110072387,,Taxi,0,Ja,Ja,Ja,Ja,Ja,Ja,Nej,,
199110072395,,Bartaxi,0,Ja,Ja,Ja,Ja,Ja,Ja, ,,
199110082386,,Taxi,0,Ja,Ja,Ja,Ja,Ja,Nej,Nej,,
199110082394,,Taxi,0,Ja,Ja,Ja,Ja,Ja,Nej, ,,
199110092385,,Taxi,0,Ja,Ja,Ja,Ja,Ja, , ,,
199110092393,,Taxi,0,Ja,Ja,Ja,Ja,Nej,Nej,Nej,,
199110102382,,Taxi,0,Ja,Ja,Ja,Ja,Nej,Nej, ,,
199110102390,,Taxi,0,Ja,Ja,Ja,Ja,Nej, , ,,
199110112381,,Taxi,0,Ja,Ja,Ja,Ja, , , ,,
199110112399,,Taxi,0,Ja,Ja,Ja,Nej,Nej,Nej,Nej,,
199110122380,,Taxi,0,Ja,Ja,Ja,Nej,Nej,Nej, ,,
199110122398,,Rullstolstaxi,0,Ja,Ja,Ja,Nej,Nej, , ,,
199110132389,,Taxi,0,Ja,Ja,Ja,Nej, , , ,,
199110132397,,Taxi,0,Ja,Ja,Ja, , , , ,,
199110142388,,Taxi,0,Ja,Ja,Nej,Nej,Nej,Nej,Nej,,
199110142396,,Taxi,0,Ja,Ja,Nej,Nej,Nej,Nej, ,,
199110152387,,Taxi,0,Ja,Ja,Nej,Nej,Nej, , ,,
199110152395,,Taxi,0,Ja,Ja,Nej,Nej, , , ,,
199110162386,,Taxi,0,Ja,Ja,Nej, , , , ,,
199110162394,,Taxi,0,Ja,Ja, , , , , ,,
199110172385,,Bartaxi,0,Ja,Nej,Nej,Nej,Nej,Nej,Nej,,
199110172393,,Taxi,0,Ja,Nej,Nej,Nej,Nej,Nej, ,,
199110182384,,Taxi,0,Ja,Nej,Nej,Nej,Nej, , ,,
199110182392,,Taxi,0,Ja,Nej,Nej,Nej, , , ,,
199110192383,,Taxi,0,Ja,Nej,Nej, , , , ,,
199110192391,,Taxi,0,Ja,Nej, , , , , ,,
199110202380,,Taxi,0,Ja, , , , , , ,,
199110202398,,Taxi,0,Nej,Nej,Nej,Nej,Nej,Nej,Nej,,
199110212389,,Taxi,0,Nej,Nej,Nej,Nej,Nej,Nej, ,,
199110212397,,Taxi,0,Nej,Nej,Nej,Nej,Nej, , ,,
199110222388,,Taxi,0,Nej,Nej,Nej,Nej, , , ,,
199110222396,,Taxi,0,Nej,Nej,Nej, , , , ,,
199110232387,,Taxi,0,Nej,Nej, , , , , ,,
199110232395,,Taxi,0,Nej, , , , , , ,,
199110242386,,Taxi,0,Ja,Ja,Ja,Ja,Ja,Ja,Ja,,
199110242394,,Bartaxi,0,Ja,Ja,Ja,Ja,Ja,Ja,Nej,,
199110252385,,Bartaxi,0,Ja,Ja,Ja,Ja,Ja,Ja, ,,
199110252393,,Taxi,0,Ja,Ja,Ja,Ja,Ja,Nej,Nej,,
199110262384,,Taxi,0,Ja,Ja,Ja,Ja,Ja,Nej, ,,
199110262392,,Bartaxi,0,Ja,Ja,Ja,Ja,Ja, , ,,
199110272383,,Taxi,0,Ja,Ja,Ja,Ja,Nej,Nej,Nej,,
199110272391,,Taxi,0,Ja,Ja,Ja,Ja,Nej,Nej, ,,
199110282382,,Taxi,0,Ja,Ja,Ja,Ja,Nej, , ,,
199110282390,,Bartaxi,0,Ja,Ja,Ja,Ja, , , ,,
199110292381,,Taxi,0,Ja,Ja,Ja,Nej,Nej,Nej,Nej,,
199110292399,,Taxi,0,Ja,Ja,Ja,Nej,Nej,Nej, ,,
199110302388,,Bartaxi,0,Ja,Ja,Ja,Nej,Nej, , ,,
199110302396,,Taxi,0,Ja,Ja,Ja,Nej, , , ,,
199110312387,,Taxi,0,Ja,Ja,Ja, , , , ,,
199110312395,,Taxi,0,Ja,Ja,Nej,Nej,Nej,Nej,Nej,,
199111012382,,Rullstolstaxi,0,Ja,Ja,Nej,Nej,Nej,Nej, ,,
199111012390,,Taxi,0,Ja,Ja,Nej,Nej,Nej, , ,,
199111022381,,Taxi,0,Ja,Ja,Nej,Nej, , , ,,
199111022399,,Rullstolstaxi,0,Ja,Ja,Nej, , , , ,,
199111032398,,Taxi,0,Ja,Ja, , , , , ,,
199111042389,,Bartaxi,0,Ja,Nej,Nej,Nej,Nej,Nej,Nej,,
199111042397,,Taxi,0,Ja,Nej,Nej,Nej,Nej,Nej, ,,
199111052396,,Taxi,0,Ja,Nej,Nej,Nej,Nej, , ,,
199111062387,,Taxi,0,Ja,Nej,Nej,Nej, , , ,,
199111062395,,Taxi,0,Ja,Nej,Nej, , , , ,,
199111072386,,Rullstolstaxi,0,Ja,Nej, , , , , ,,
199111072394,,Taxi,0,Ja, , , , , , ,,
199111082385,,Taxi,0,Nej,Nej,Nej,Nej,Nej,Nej,Nej,,
199111082393,,Taxi,0,Nej,Nej,Nej,Nej,Nej,Nej, ,,
199111092384,,Taxi,0,Nej,Nej,Nej,Nej,Nej, , ,,
199111092392,,Taxi,0,Nej,Nej,Nej,Nej, , , ,,
199111102381,,Taxi,0,Nej,Nej,Nej, , , , ,,
199111102399,,Taxi,0,Nej,Nej, , , , , ,,
199111112380,,Rullstolstaxi,0,Nej, , , , , , ,,
199111112398,,Taxi,0,Ja,Ja,Ja,Ja,Ja,Ja,Ja,,
199111122389,,Taxi,0,Ja,Ja,Ja,Ja,Ja,Ja,Nej,,
199111122397,,Taxi,0,Ja,Ja,Ja,Ja,Ja,Ja, ,,
199111132396,,Taxi,0,Ja,Ja,Ja,Ja,Ja,Nej,Nej,,
199111142395,,Rullstolstaxi,0,Ja,Ja,Ja,Ja,Ja,Nej, ,,
199111152386,,Taxi,0,Ja,Ja,Ja,Ja,Ja, , ,,
199111152394,,Taxi,0,Ja,Ja,Ja,Ja,Nej,Nej,Nej,,
199111162385,,Taxi,0,Ja,Ja,Ja,Ja,Nej,Nej, ,,
199111162393,,Taxi,0,Ja,Ja,Ja,Ja,Nej, , ,,
199111172384,,Taxi,0,Ja,Ja,Ja,Ja, , , ,,
199111172392,,Taxi,0,Ja,Ja,Ja,Nej,Nej,Nej,Nej,,
199111182383,,Taxi,0,Ja,Ja,Ja,Nej,Nej,Nej, ,,
199111182391,,Taxi,0,Ja,Ja,Ja,Nej,Nej, , ,,
199111192382,,Taxi,0,Ja,Ja,Ja,Nej, , , ,,
199111192390,,Taxi,0,Ja,Ja,Ja, , , , ,,
199111202389,,Taxi,0,Ja,Ja,Nej,Nej,Nej,Nej,Nej,,
199111202397,,Taxi,0,Ja,Ja,Nej,Nej,Nej,Nej, ,,
199111212388,,Taxi,0,Ja,Ja,Nej,Nej,Nej, , ,,
199111212396,,Taxi,0,Ja,Ja,Nej,Nej, , , ,,
199111222387,,Taxi,0,Ja,Ja,Nej, , , , ,,
199111222395,,Taxi,0,Ja,Ja, , , , , ,,
199111232386,,Taxi,0,Ja,Nej,Nej,Nej,Nej,Nej,Nej,,
199111232394,,Taxi,0,Ja,Nej,Nej,Nej,Nej,Nej, ,,
199111242385,,Taxi,0,Ja,Nej,Nej,Nej,Nej, , ,,
199111242393,,Taxi,0,Ja,Nej,Nej,Nej, , , ,,
199111252384,,Taxi,0,Ja,Nej,Nej, , , , ,,
199111252392,,Bartaxi,0,Ja,Nej, , , , , ,,
199111262383,,Bartaxi,0,Ja, , , , , , ,,
199111262391,,Taxi,0,Nej,Nej,Nej,Nej,Nej,Nej,Nej,,
199111272382,,Taxi,0,Nej,Nej,Nej,Nej,Nej,Nej, ,,
199111272390,,Taxi,0,Nej,Nej,Nej,Nej,Nej, , ,,
